run,eco_score,transport_score,electricity_score,water_score,recycling_score,plastic_score,level,transport_impact
805,49.19,38.77,71.18,58.08,33.33,52.99,Improving,180.54
806,45.71,53.37,50.26,27.41,33.33,59.1,Improving,163.56
807,35.92,44.9,52.04,46.89,0.0,33.38,Beginner,173.56
808,51.76,51.32,49.32,47.01,66.67,40.76,Improving,165.66
809,55.63,63.11,69.75,54.23,33.33,52.99,Improving,152.37
810,53.79,48.04,64.43,79.15,33.33,52.99,Improving,169.58
811,44.91,28.08,48.19,61.89,66.67,28.19,Improving,194.2
812,57.89,69.75,58.52,46.16,66.67,33.38,Improving,144.54
813,60.98,71.59,46.86,39.36,100.0,28.19,Eco-Friendly,142.23
814,52.6,60.89,50.45,53.96,33.33,63.22,Improving,154.62
815,51.08,63.17,21.56,49.59,66.67,46.93,Improving,152.32
816,55.55,40.67,56.23,72.14,66.67,52.99,Improving,178.23
817,50.09,80.21,35.81,60.12,0.0,65.68,Improving,132.98
818,35.75,17.83,29.32,60.07,33.33,59.1,Beginner,205.46
819,59.54,66.48,73.71,68.24,33.33,52.99,Improving,148.49
820,52.91,65.29,51.43,68.4,33.33,40.76,Improving,150.0
821,55.44,50.08,52.8,63.22,66.67,46.93,Improving,167.11
822,52.75,40.76,68.24,49.51,66.67,40.76,Improving,178.09
823,32.05,43.28,31.36,44.5,0.0,40.76,Beginner,175.04
824,55.75,67.85,40.81,45.73,66.67,46.93,Improving,146.56
825,43.19,47.93,48.19,62.15,0.0,65.68,Improving,169.73
826,55.91,59.56,62.79,59.74,33.33,65.68,Improving,156.08
827,51.6,60.5,42.86,48.76,66.67,28.19,Improving,155.03
828,37.89,45.65,46.63,39.06,33.33,15.64,Beginner,172.66
829,46.69,43.07,33.8,57.78,66.67,33.38,Improving,175.25
830,58.09,50.19,77.18,54.31,66.67,40.76,Improving,166.97
831,52.2,59.15,37.16,50.49,66.67,40.76,Improving,156.65
832,41.41,20.34,54.03,46.28,66.67,28.19,Improving,202.72
833,42.96,32.74,60.55,48.8,33.33,46.93,Improving,188.3
834,67.61,60.12,79.4,50.53,100.0,40.76,Eco-Friendly,155.24
835,49.49,44.38,47.89,47.66,66.67,40.76,Improving,173.96
836,50.63,48.8,45.3,43.73,66.67,46.93,Improving,168.72
837,60.11,62.84,51.28,58.7,66.67,59.1,Eco-Friendly,152.71
838,51.01,64.43,25.33,29.42,66.67,59.1,Improving,150.68
839,60.63,66.27,68.08,39.02,66.67,52.99,Eco-Friendly,148.63
840,50.16,44.06,43.94,51.88,66.67,46.93,Improving,174.25
841,61.41,50.75,56.31,46.51,100.0,52.99,Eco-Friendly,166.32
842,42.22,51.85,26.42,32.45,33.33,65.68,Improving,165.17
843,52.39,55.38,38.57,32.52,66.67,65.68,Improving,161.52
844,49.58,70.68,50.68,36.38,33.33,40.76,Improving,143.3
845,38.04,36.55,34.58,36.94,33.33,52.99,Beginner,183.56
846,52.53,58.48,45.93,49.7,66.67,33.38,Improving,157.27
847,54.86,60.26,64.43,49.21,33.33,65.68,Improving,155.21
848,46.42,52.49,53.8,35.33,33.33,52.99,Improving,164.62
849,66.42,73.71,81.45,64.49,66.67,33.38,Eco-Friendly,139.03
850,35.33,22.42,36.44,50.75,33.33,46.93,Beginner,200.38
851,50.04,38.67,62.04,51.24,66.67,33.38,Improving,180.7
852,67.62,57.82,73.32,51.05,100.0,52.99,Eco-Friendly,158.25
853,70.25,96.35,54.27,67.48,66.67,46.93,Eco-Friendly,113.09
854,57.77,68.8,40.58,45.42,66.67,59.1,Improving,145.44
855,69.88,69.84,69.4,47.32,100.0,52.99,Eco-Friendly,144.27
856,52.89,38.11,45.73,48.72,100.0,33.38,Improving,181.69
857,60.76,49.25,55.3,52.57,100.0,46.93,Eco-Friendly,167.92
858,51.42,61.79,39.98,55.82,33.33,65.68,Improving,153.56
859,66.65,66.9,59.65,50.71,100.0,46.93,Eco-Friendly,147.94
860,52.25,61.43,70.49,72.36,0.0,59.1,Improving,153.98
861,71.93,54.9,75.59,69.93,100.0,65.68,Eco-Friendly,162.01
862,46.78,51.96,56.02,48.04,33.33,40.76,Improving,165.05
863,57.68,33.8,91.22,59.51,66.67,46.93,Improving,187.15
864,51.54,55.18,66.0,35.14,33.33,65.68,Improving,161.78
865,48.44,43.73,39.79,34.45,66.67,59.1,Improving,174.58
866,59.41,55.14,28.72,55.06,100.0,59.1,Improving,161.79
867,43.35,34.52,55.46,48.57,33.33,52.99,Improving,186.49
868,47.34,47.96,63.28,43.94,33.33,46.93,Improving,169.61
869,54.95,61.48,53.26,42.69,66.67,40.76,Improving,153.88
870,56.09,51.09,76.09,60.21,33.33,65.68,Improving,165.92
871,57.81,56.52,76.99,72.25,33.33,52.99,Improving,159.41
872,42.02,33.32,24.08,59.1,66.67,33.38,Improving,187.46
873,49.72,50.49,8.78,44.66,100.0,40.76,Improving,166.65
874,46.61,51.77,59.56,42.6,33.33,40.76,Improving,165.23
875,52.25,59.37,53.11,73.58,33.33,40.76,Improving,156.26
876,38.88,50.38,39.88,13.87,33.33,46.93,Beginner,166.79
877,36.25,23.56,32.15,48.15,33.33,59.1,Beginner,199.32
878,45.56,38.06,54.27,51.7,33.33,59.1,Improving,181.96
879,44.52,36.33,37.43,64.08,33.33,65.68,Improving,183.8
880,54.53,43.57,66.07,33.73,66.67,65.68,Improving,174.67
881,48.98,66.41,66.2,32.82,33.33,28.19,Improving,148.57
882,51.87,28.19,53.11,26.16,100.0,59.1,Improving,193.95
883,49.77,40.35,61.28,33.59,66.67,46.93,Improving,178.98
884,54.81,55.9,54.98,0.0,100.0,46.93,Improving,160.41
885,45.31,45.73,33.66,58.04,33.33,63.22,Improving,172.62
886,43.03,44.18,24.41,48.87,66.67,28.19,Improving,174.17
887,48.43,41.08,34.26,42.9,66.67,63.22,Improving,177.74
888,45.71,34.96,41.39,31.6,66.67,59.1,Improving,186.06
889,54.58,43.53,31.76,54.19,100.0,46.93,Improving,174.77
890,46.76,67.7,37.69,34.71,33.33,46.93,Improving,146.63
891,52.9,47.35,48.95,63.06,66.67,40.76,Improving,170.36
892,38.2,21.56,57.74,37.16,33.33,52.99,Beginner,201.92
893,46.61,59.98,31.03,64.19,33.33,40.76,Improving,155.42
894,60.1,40.07,52.45,51.58,100.0,65.68,Eco-Friendly,179.22
895,45.82,48.34,35.81,50.9,33.33,65.68,Improving,169.37
896,43.98,45.42,57.61,47.7,33.33,33.38,Improving,173.01
897,52.77,62.57,49.51,57.14,33.33,59.1,Improving,152.83
898,53.94,38.42,96.35,56.85,33.33,52.99,Improving,181.11
899,42.93,46.86,34.52,55.1,33.33,46.93,Improving,171.13
900,32.08,27.64,42.13,35.98,33.33,22.01,Beginner,194.46
901,49.26,53.88,70.11,17.04,33.33,65.68,Improving,162.81
902,56.93,76.62,42.43,58.79,66.67,22.01,Improving,135.23
903,50.44,28.92,41.52,68.48,66.67,65.68,Improving,193.28
904,45.85,75.59,37.0,64.37,0.0,40.76,Improving,135.8
905,63.28,66.2,64.67,67.4,66.67,46.93,Eco-Friendly,148.7
906,60.24,35.98,60.94,49.36,100.0,65.68,Eco-Friendly,184.18
907,47.41,33.25,61.13,57.91,33.33,65.68,Improving,187.72
908,51.58,57.06,27.86,56.81,66.67,46.93,Improving,159.12
909,33.15,22.82,22.01,35.86,33.33,65.68,Beginner,199.93
910,36.42,24.41,37.38,58.97,33.33,40.76,Beginner,199.0
911,58.98,83.86,38.87,43.98,66.67,40.76,Improving,129.29
912,51.9,33.1,72.71,72.71,33.33,65.68,Improving,187.88
913,58.98,60.64,64.92,37.38,66.67,59.1,Improving,154.93
914,47.79,45.1,58.43,53.07,33.33,52.99,Improving,173.36
915,57.86,55.46,78.44,34.39,66.67,46.93,Improving,161.22
916,40.46,43.98,42.98,33.1,33.33,46.93,Improving,174.27
917,45.62,39.93,65.04,46.2,33.33,46.93,Improving,179.3
918,57.2,62.04,54.54,36.55,66.67,59.1,Improving,153.37
919,42.94,35.86,51.36,48.64,33.33,52.99,Improving,184.56
920,52.13,50.98,37.32,53.92,66.67,52.99,Improving,166.08
921,59.66,70.02,50.75,48.12,66.67,52.99,Improving,144.14
922,56.77,48.38,67.18,56.31,66.67,46.93,Improving,169.35
923,40.38,53.03,52.8,26.29,33.33,22.01,Improving,164.01
924,41.51,29.02,25.18,55.46,66.67,40.76,Improving,193.28
925,58.03,62.62,32.45,63.79,66.67,65.68,Improving,152.78
926,43.71,32.22,41.03,49.96,66.67,33.38,Improving,188.93
927,57.97,39.45,49.81,42.13,100.0,65.68,Improving,179.83
928,54.95,48.57,43.73,68.97,66.67,52.99,Improving,169.21
929,49.02,30.69,48.57,70.98,66.67,40.76,Improving,191.5
930,54.54,44.58,51.13,76.62,66.67,40.76,Improving,173.74
931,52.27,73.07,56.89,41.26,33.33,40.76,Improving,140.01
932,32.11,32.3,28.08,34.19,33.33,33.38,Beginner,188.92
933,45.18,51.62,30.34,84.9,33.33,28.19,Improving,165.42
934,59.27,36.83,56.6,46.97,100.0,65.68,Improving,183.2
935,53.67,56.06,46.7,53.76,66.67,40.76,Improving,160.19
936,63.97,49.02,68.72,56.56,100.0,46.93,Eco-Friendly,168.24
937,44.33,38.97,66.41,63.39,0.0,65.68,Improving,180.33
938,37.19,64.98,30.52,43.89,0.0,33.38,Beginner,150.32
939,41.37,60.16,41.39,66.9,0.0,33.38,Improving,155.23
940,49.8,64.19,66.9,29.22,33.33,40.76,Improving,151.06
941,51.13,55.86,49.62,27.17,66.67,46.93,Improving,160.45
942,59.56,58.61,65.74,50.3,66.67,52.99,Improving,157.2
943,42.12,41.3,45.93,45.61,33.33,46.93,Improving,177.56
944,43.2,46.7,51.62,47.93,33.33,33.38,Improving,171.42
945,50.72,51.54,62.89,41.08,33.33,65.68,Improving,165.48
946,55.48,50.3,53.03,44.02,66.67,65.68,Improving,166.88
947,45.42,49.55,61.68,36.27,33.33,40.76,Improving,167.7
948,52.5,54.35,42.13,87.68,33.33,52.99,Improving,162.44
949,56.91,34.77,63.62,70.49,66.67,65.68,Improving,186.17
950,41.61,42.9,61.48,76.26,0.0,33.38,Improving,175.37
951,46.02,37.96,46.55,20.85,66.67,59.1,Improving,182.12
952,44.4,39.11,56.93,38.32,33.33,59.1,Improving,180.26
953,38.43,32.15,78.21,59.42,0.0,28.19,Beginner,188.97
954,54.29,63.22,50.87,56.76,66.67,22.01,Improving,152.25
955,44.01,59.28,38.97,23.74,66.67,10.22,Improving,156.33
956,56.98,52.34,32.22,51.96,100.0,46.93,Improving,164.67
957,51.38,57.4,60.12,69.75,33.33,33.38,Improving,158.64
958,50.37,35.69,79.93,22.01,66.67,46.93,Improving,184.91
959,52.47,35.14,69.66,32.07,66.67,65.68,Improving,185.77
960,49.01,46.35,45.02,32.15,66.67,52.99,Improving,171.89
961,47.26,57.74,64.37,10.22,33.33,59.1,Improving,158.44
962,61.32,47.77,60.84,65.42,100.0,33.38,Eco-Friendly,169.91
963,43.87,58.65,55.62,54.07,0.0,46.93,Improving,157.19
964,57.5,43.24,44.46,63.45,100.0,40.76,Improving,175.16
965,48.22,65.74,82.96,45.97,0.0,33.38,Improving,149.38
966,53.51,52.23,46.63,42.09,66.67,59.1,Improving,164.82
967,56.73,53.11,51.2,49.13,66.67,65.68,Improving,163.82
968,36.68,54.94,25.61,47.51,0.0,52.99,Beginner,162.0
969,53.48,50.23,58.97,35.57,66.67,52.99,Improving,166.94
970,48.81,50.0,58.48,39.74,33.33,63.22,Improving,167.26
971,56.44,57.65,47.28,56.02,66.67,52.99,Improving,158.48
972,46.89,70.49,40.3,52.23,0.0,65.68,Improving,143.61
973,47.11,59.93,48.64,37.96,33.33,46.93,Improving,155.42
974,48.92,50.56,56.31,58.56,33.33,46.93,Improving,166.6
975,68.96,47.66,71.28,70.39,100.0,65.68,Eco-Friendly,170.07
976,41.1,36.72,23.91,46.43,66.67,33.38,Improving,183.33
977,36.18,46.97,0.0,37.11,33.33,65.68,Beginner,170.99
978,54.85,53.3,56.85,53.61,66.67,40.76,Improving,163.69
979,49.0,38.16,53.07,82.17,33.33,52.99,Improving,181.43
980,41.81,51.51,55.18,55.22,0.0,46.93,Improving,165.49
981,61.99,48.68,70.98,47.2,100.0,40.76,Eco-Friendly,168.99
982,58.05,56.85,41.74,75.75,66.67,52.99,Improving,159.26
983,48.41,63.39,41.03,75.59,0.0,65.68,Improving,152.09
984,49.22,54.07,24.08,58.26,66.67,40.76,Improving,162.62
985,51.45,41.26,70.58,36.72,66.67,40.76,Improving,177.57
986,49.0,41.39,49.92,25.18,66.67,63.22,Improving,177.5
987,60.27,62.68,60.98,40.58,66.67,65.68,Eco-Friendly,152.75
988,58.66,22.62,60.69,65.87,100.0,65.68,Improving,200.03
989,47.88,40.3,76.44,51.47,33.33,40.76,Improving,179.01
990,60.63,46.01,54.66,40.3,100.0,65.68,Eco-Friendly,172.16
991,50.76,38.92,47.58,74.82,66.67,33.38,Improving,180.38
992,48.4,40.02,55.7,63.85,66.67,15.64,Improving,179.23
993,36.93,59.74,32.96,49.4,0.0,33.38,Beginner,155.65
994,45.33,66.34,16.61,37.27,33.33,65.68,Improving,148.61
995,59.89,41.92,88.64,61.43,66.67,46.93,Improving,176.78
996,57.0,43.32,28.92,55.78,100.0,65.68,Improving,175.04
997,40.56,35.33,57.52,19.5,33.33,59.1,Improving,185.36
998,54.27,42.82,71.38,51.32,66.67,40.76,Improving,175.6
999,57.3,59.84,47.09,44.94,66.67,65.68,Improving,155.51
1000,47.5,49.74,45.93,52.38,33.33,59.1,Improving,167.57
